category_large,category_medium,category_small,recommendation_fit,physical_activity,mental_activity,gender_work,price,obstacle,collective,time_consuming,weather_affected,health,growth,creativity,period,generation,season,feeling,classification
과업,집안일,쌓인 쓰레기 버리기,1,1,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
과업,집안일,분리수거하기,1,1,1,0,0,1,1,2,0,0,0,1,2,0,0,0,0
과업,집안일,안쓰는 물건 버리기,1,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0
과업,집안일,집안 대청소,1,2,2,0,0,2,0,2,1,0,0,1,1,0,0,4,0
과업,집안일,장 보기,1,2,1,0,2,1,0,2,1,0,0,1,2,0,0,0,0
과업,집안일,집 환기하기,1,1,0,0,0,1,1,2,1,2,0,0,3,0,0,0,0
과업,집안일,요리 해먹기,1,1,2,0,0,2,0,2,0,2,0,2,2,0,0,0,0
과업,집안일,집안일하기,1,2,2,0,0,1,0,2,0,0,0,1,3,0,0,4,0
기타,봉사,환경봉사 하기,0,2,1,0,0,3,0,4,1,0,0,1,0,0,0,1,5
기타,봉사,사회봉사 하기,0,2,1,0,0,3,0,4,1,0,0,1,0,0,0,1,5
기타,종교,종교활동 하기,0,2,2,0,0,2,0,3,0,0,0,1,2,0,0,1,5
기타,종교,예배 드리기,0,1,2,0,0,2,0,3,0,0,0,1,2,0,0,0,0
기타,종교,기도하기,0,1,2,0,0,2,0,3,0,0,0,1,2,0,0,0,0
기타,종교,교회 가기,0,2,2,0,0,2,0,3,0,0,0,1,2,0,0,0,0
기타,종교,절 가기,0,2,2,0,0,2,0,3,0,0,0,1,2,0,0,0,0
기타,종교,성당 가기,0,2,2,0,0,2,0,3,0,0,0,1,2,0,0,0,0
기타,종교,108배 하기,0,4,1,0,0,4,0,3,0,2,0,0,0,0,0,0,5
기타,봉사,플로깅 하기,0,3,1,0,0,3,0,3,1,2,2,0,1,0,0,1,5
기타,봉사,유기견 보호소 봉사활동 하기,0,2,1,0,0,3,0,3,0,2,2,0,1,0,0,1,5
기타,봉사,구세군 기부하기,0,0,1,0,4,3,1,0,0,0,2,0,1,0,0,1,0
기타,봉사,유니세프 기부하기,0,0,1,0,4,3,1,0,0,0,2,0,1,0,0,1,0
기타,봉사,사랑의 열매 기부하기,0,0,1,0,4,3,1,0,0,0,2,0,1,0,0,1,0
기타,봉사,이동 봉사 하기,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,1,5
기타,봉사,연탄 봉사 하기,0,3,0,0,2,0,2,3,1,2,2,0,0,0,0,1,5
기타,봉사,단기 해외 봉사,0,4,2,0,4,3,2,4,0,2,2,0,0,0,0,1,5
기타,문화,최신 트렌드 알아보기,1,0,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0
기타,문화,유행어 알아보기,1,0,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0
기타,문화,개인 브랜드 구축하기,0,2,4,0,4,4,0,4,0,0,0,2,5,1,0,0,0
기타,문화,인테리어 하기,0,4,4,0,4,4,0,4,0,0,0,2,5,1,0,0,5
기타,문화,이사가기,0,4,3,0,4,4,2,4,0,0,0,0,5,1,0,4,5
기타,문화,유튜브 채널 운영하기,0,0,3,0,4,1,0,2,0,0,0,2,1,0,0,0,0
기타,봉사,나무 심기,1,3,0,0,2,0,0,2,1,0,2,0,0,0,0,1,0
기타,문화,태극기 게양하기,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,1,0
기타,종교,새벽기도 나가기,0,2,1,0,0,1,1,2,0,0,0,0,3,0,0,4,0
기타,종교,성탄절 전야 예배 참석하기,0,2,0,0,0,1,0,3,0,0,0,0,0,0,5,1,5
기타,종교,십일조 내기,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0
기타,문화,성묘 가기,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
기타,종교,찬송가 부르기,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
기타,문화,세배 하기,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
기타,종교,성가대 참여하기,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
기타,종교,포교활동 하기,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
기타,봉사,교육봉사 하기,0,3,0,0,0,0,2,3,0,0,0,0,2,1,0,0,0
기타,문화,차례 지내기,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0
기타,종교,시주 하기,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
기타,종교,미사 참여하기,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
기타,종교,법회 참여하기,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
기타,종교,메카 가기,0,4,0,0,4,4,2,4,0,0,0,0,0,0,0,0,5
기타,종교,살라트 하기,0,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0
기타,문화,송편 빚기,0,2,1,0,2,2,2,3,0,0,0,0,0,0,0,1,0
기타,문화,떡국 먹기,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
기타,문화,트리 꾸미기,0,2,1,0,2,2,0,2,0,0,0,1,0,0,0,1,0
기타,문화,팽이치기,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0
기타,문화,널뛰기,0,2,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0
기타,문화,연 날리기,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0
기타,문화,비석치기,0,2,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0
기타,문화,투호하기,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
기타,문화,쥐불놀이,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
기타,문화,줄다리기 하기,0,3,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0
기타,문화,고스톱하기,1,1,1,0,1,0,2,2,0,0,0,1,0,0,0,1,0
기타,문화,공기놀이 하기,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0
기타,문화,고무줄 놀이,0,2,0,0,1,0,2,1,0,0,0,1,1,0,0,1,0
기타,문화,제기차기,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
기타,문화,말뚝박기,0,3,0,0,0,3,2,2,1,0,0,0,0,0,0,1,0
기타,문화,자치기,0,2,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0
기타,문화,가마놀이,0,3,0,0,0,2,2,2,1,0,0,0,0,0,0,1,0
과업,집안일,설거지하기,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
과업,집안일,책 정리,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0
과업,집안일,냉장고 문 닫기,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
과업,개인업무,전기세 납부,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,수도세 납부,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,도시가스 납부,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,0
과업,집안일,신발빨래 하기,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
과업,개인업무,관리비 납부,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,건보료 납부,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,연말정산 하기,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2,0
과업,개인업무,통신비 납부,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,1일 1커밋 하기,0,0,1,0,0,0,1,2,0,0,2,2,3,6,0,0,0
과업,개인업무,워크샵 참석하기,0,2,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0
과업,집안일,빨래하기,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0
과업,집안일,이불/베개 털기,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
과업,개인업무,시위 참여하기,0,3,0,0,0,3,2,4,1,0,0,0,0,1,0,4,5
과업,개인업무,부동산 시세 알아보기,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
과업,개인업무,적금 납부하기,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,2,0
과업,개인업무,여론조사 참여하기,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
과업,개인업무,보험 가입하기,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0
과업,개인업무,보험금 청구하기,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,1,0
과업,개인업무,안과 가기,0,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,피부과 가기,0,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,이비인후과 가기,0,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,내과 가기,0,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,정형외과 가기,0,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,결핵 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,B형간염 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,A형간염 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,일본뇌염 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,홍역 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,독감 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,개인업무,대상포진 예방접종,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,5
과업,집안일,창문 청소하기,1,2,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0
과업,집안일,화장실 청소하기,1,3,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0
과업,집안일,건조기 돌리기,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
과업,집안일,에어컨 청소하기,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0
과업,집안일,선풍기 청소하기,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0
과업,집안일,청소기 비우기,1,2,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
과업,집안일,제습기 돌리기,1,2,0,0,0,1,1,1,0,0,0,0,2,0,2,0,0
과업,개인업무,대출 받기,0,0,2,0,0,3,1,2,0,0,0,0,5,1,0,0,0
과업,개인업무,회식 참석하기,0,2,2,0,2,1,2,3,0,1,0,0,5,1,0,0,0
과업,개인업무,뿌리염색 하기,0,1,0,0,2,1,1,3,0,0,0,0,1,1,0,0,0
과업,개인업무,매직하기,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0
과업,개인업무,새치염색 하기,0,1,0,0,3,0,1,3,0,0,0,0,1,7,0,0,0
과업,직장업무,칼럼 작성,0,0,2,0,0,2,1,2,0,0,0,2,1,1,0,0,0
과업,집안일,옷장 정리하기,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
과업,집안일,안 입는 옷 버리기,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
과업,집안일,가구 버리기,1,3,1,0,2,1,1,2,0,0,0,0,0,1,0,0,0
과업,집안일,냉장고 정리하기,1,3,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0
과업,집안일,신발장 정리하기,1,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0
과업,집안일,컴퓨터 청소하기,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0
과업,직장업무,제초하기,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
과업,직장업무,농작물 심기,0,4,0,0,2,3,1,4,0,0,0,1,0,0,0,0,0
과업,개인업무,자동차 배터리 교체,0,1,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0
과업,개인업무,핸드폰 배터리 교체,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0
과업,개인업무,노트북 배터리 교체,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0
과업,직장업무,농작물 수확,0,4,2,0,0,3,1,4,0,0,0,0,0,0,0,0,5
과업,개인업무,케이크 예약,0,0,2,0,3,3,1,1,0,0,0,1,0,0,0,0,0
과업,개인업무,택배 찾기,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
과업,개인업무,택배 보내기,0,2,2,0,2,1,1,2,0,0,0,0,1,0,0,0,0
과업,개인업무,투자 상품 찾기,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0
과업,집안일,쌀 불리기,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
과업,집안일,밥 앉히기,1,1,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0
과업,집안일,나갈 때 조명 끄기,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
과업,집안일,나갈 때 보일러 끄기,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
과업,집안일,나갈 때 에어컨 끄기,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
과업,집안일,나갈 때 콘센트 뽑기,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
과업,직장업무,스크럼 진행하기,0,2,2,0,0,1,2,2,0,0,0,1,3,1,0,0,0
과업,개인업무,사랑니 뽑기,0,2,3,0,2,2,1,3,0,0,0,0,5,6,0,3,0
과업,개인업무,자동차 방향제 설치,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0
과업,집안일,김장하기,0,4,2,0,4,4,1,4,0,0,0,0,0,0,0,4,5
과업,개인업무,눈썹 문신하기,0,1,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0
과업,직장업무,종무식 참여하기,0,2,2,0,0,0,2,3,0,0,0,0,5,1,0,0,0
과업,직장업무,시무식 참여하기,0,2,2,0,0,0,2,3,0,0,0,0,5,1,0,0,0
과업,개인업무,축가 부르기,0,2,2,0,0,2,0,1,0,0,0,1,5,0,0,0,0
과업,집안일,어항 청소하기,0,2,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0
과업,개인업무,플리마켓 참여하기,0,3,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0
과업,집안일,조경하기,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
과업,집안일,전등 교체,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
일상,힐링,낮잠 자기,1,0,0,0,0,0,1,3,0,2,0,0,2,0,0,1,0
일상,일상,일찍 일어나기,1,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0
일상,일상,친척집 놀러가기,1,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
일상,일상,책상 청소하기,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0
일상,일상,이불 개기,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0
일상,일상,수면 시간 측정하기,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0
일상,식사,고기 구워먹기,1,1,1,0,2,1,0,3,0,0,0,0,1,0,0,1,0
일상,힐링,눈사람 만들기,0,2,1,0,0,1,0,2,0,0,0,1,0,4,4,1,0
일상,기타,구독 서비스 관리하기,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
일상,기타,주변인에게 기프티콘 선물하기,1,0,1,0,2,1,1,2,0,0,0,1,1,4,0,0,0
일상,일상,사진 정리하기,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
일상,건강,술 없는 하루 보내기,1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0
일상,건강,하루동안 금연하기,1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0
일상,건강,유산균(야구르트/요거트) 먹기,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0
일상,건강,계단 이용하기,1,3,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0
일상,일상,자동 세차하기,0,2,1,0,2,1,0,1,1,0,0,0,0,1,0,0,0
일상,일상,손 세차 하기,0,3,2,0,2,2,0,2,1,0,0,0,0,1,0,0,0
일상,일상,목욕 하기,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0
일상,건강,음식 천천히 먹기,0,1,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0
일상,건강,하루 동안 바른 자세 유지하기,1,1,0,0,0,1,1,4,0,2,0,0,3,0,0,0,0
일상,건강,치과 가기,0,2,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
일상,건강,스케일링 받기,0,1,1,0,3,2,1,2,0,2,0,0,0,0,0,0,0
일상,건강,자주 웃기,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0
일상,일상,방 청소하기,1,2,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0
일상,건강,인스턴트 음식 안먹기,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0
일상,건강,아이스 버킷 챌린지,0,1,0,0,0,3,1,1,0,0,1,0,0,4,0,0,0
일상,건강,최신 가요 챌린지,0,0,2,0,0,1,0,2,0,0,0,1,0,4,0,0,0
일상,건강,과일 먹기,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0
일상,힐링,휴식 하기,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0
일상,일상,알리오 올리오 해먹기,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,1,1
일상,일상,봉골레 파스타 해먹기,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,1,1
일상,일상,치킨 시켜먹기,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,1,1
일상,일상,배달음식 시켜먹기,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,1,1
일상,일상,중고거래 하기 (판매),0,1,1,0,3,2,2,2,0,0,0,1,0,0,0,0,0
일상,일상,중고거래 하기 (구입),0,1,1,0,3,2,2,2,0,0,0,1,0,0,0,0,0
일상,일상,중고거래 하기,1,1,1,0,3,2,2,2,0,0,0,1,0,0,0,0,0
일상,식사,쌀국수 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
일상,식사,피자 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
일상,식사,족발 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
일상,식사,보쌈 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
일상,일상,추리소설 읽기,0,0,2,0,2,1,1,3,0,0,2,2,0,0,0,0,0
일상,일상,판타지 소설 읽기,0,0,1,0,2,1,1,3,0,0,2,2,0,0,0,0,0
일상,일상,에세이 읽기,0,0,1,0,2,1,1,3,0,0,2,1,0,0,0,0,0
일상,일상,MBTI 검사하기,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0
일상,일상,타로 점 보기,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0
일상,일상,사주 보기,1,0,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0
일상,일상,꿈 해몽하기,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0
일상,일상,마사지 받기,1,0,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0
일상,일상,백화점 가기,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
일상,식사,식빵 구워먹기,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
일상,일상,하루연구소 들어가기,1,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0
일상,일상,우산 챙기기,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
일상,일상,가스불 확인하기,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
일상,일상,실내등 확인하기,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
일상,식사,샐러드 먹기,0,0,0,0,2,1,0,2,0,2,0,0,1,0,0,0,1
일상,건강,저염식 식단하기,1,0,0,0,2,2,1,2,0,2,0,0,1,0,0,0,1
일상,건강,탄수화물 줄이기,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0
일상,식사,햄버거 시켜먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1
일상,일상,긍정적으로 생각하기,1,0,1,0,0,0,1,0,0,2,2,1,3,0,0,1,0
일상,식사,떡볶이 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
일상,식사,커피 마시기,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0
일상,건강,이온음료 마시기,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
일상,힐링,심호흡 하기,1,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0
일상,힐링,하늘 보기,1,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0
일상,식사,초밥 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
일상,식사,"찜,탕 먹기",0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1
일상,일상,텀블러 챙기기,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0
일상,일상,비타민 먹기,1,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,오메가3 먹기,1,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,마그네슘 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,아연 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,종합 비타민 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,멀티 비타민 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,단백질 보충제 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,루테인 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,닭가슴살 먹기,0,0,0,0,1,1,1,1,0,2,0,0,2,0,0,0,1
일상,일상,간헐적 단식하기,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1
일상,건강,BCAA 먹기,1,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,건강,밀크씨슬 먹기,1,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,안경 맞추기,0,1,0,0,3,1,1,2,0,0,0,1,0,0,0,0,0
일상,일상,렌즈 사기,0,1,0,0,3,1,1,2,0,0,0,1,0,0,0,0,0
일상,일상,선글라스 사기,0,1,0,0,3,1,1,2,0,0,0,1,0,0,0,0,0
일상,건강,아르기닌 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,건강,크레아틴 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,건강,타우린 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,건강,유산균 먹기,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0
일상,일상,유치원 등원시키기,0,3,3,0,0,3,2,2,0,0,0,2,3,7,0,0,0
일상,일상,유치원 하원시키기,0,2,1,0,0,1,2,2,0,0,0,0,3,7,0,0,0
일상,일상,분유 타기,0,1,1,0,0,1,1,1,0,0,0,0,4,7,0,0,0
일상,일상,이유식 만들기,0,2,1,0,2,2,1,2,0,0,0,0,4,7,0,0,0
일상,힐링,브라질리언 왁싱,0,1,0,0,3,2,1,2,0,0,0,0,0,4,0,0,0
일상,힐링,레이저 제모하기,0,1,0,0,3,1,1,2,0,0,0,0,0,1,0,0,0
일상,힐링,다리털 정리하기,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
일상,힐링,코털 정리하기,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
일상,일상,케이크 먹기,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0
일상,일상,원두 찾아보기,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
일상,일상,향수 만들기,0,1,2,0,3,2,0,2,0,0,0,1,0,0,0,0,0
일상,일상,비누 만들기,0,1,2,0,2,1,0,3,0,0,0,1,0,0,0,0,0
일상,일상,식단 찾아보기,1,0,2,0,0,1,1,1,0,0,2,0,2,0,0,0,0
일상,일상,이마트 가기,0,2,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0
일상,일상,홈플러스 가기,0,2,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0
일상,일상,편의점 가기,0,2,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0
일상,일상,LP 구매하기,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0
일상,일상,CD 구매하기,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
일상,일상,DVD 구매하기,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
일상,일상,음주하기,0,1,0,0,3,0,2,3,0,1,0,0,1,1,0,0,0
일상,힐링,홈버터 만들기,0,2,1,0,3,2,1,3,0,0,2,1,0,0,0,0,1
일상,힐링,카이막 만들기,0,2,1,0,3,2,0,3,0,0,2,1,0,0,0,0,1
일상,힐링,그릭요거트 만들기,0,2,1,0,3,2,0,3,0,0,2,1,0,0,0,0,1
일상,힐링,태닝하기,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,1,0
일상,힐링,탕후루 만들기,0,2,2,0,2,1,0,2,0,0,2,1,0,4,0,0,1
일상,힐링,마라탕 먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,4,0,1,1
일상,힐링,샤브샤브 먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1
일상,힐링,훠궈 먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1
일상,힐링,볶음밥 먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1
일상,힐링,비빔밥 먹기,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1
일상,힐링,임플란트 받기,0,1,1,0,4,3,1,2,0,0,0,0,0,7,0,4,5
일상,일상,화마 게임하기,1,0,2,0,0,0,0,2,0,0,0,2,3,0,0,1,0
일상,일상,단어탐정 이용하기,1,0,1,0,0,0,1,1,0,0,2,1,3,5,0,0,0
일상,일상,푸드레코 이용하기,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
일상,일상,슬립메이트 이용하기,1,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0
일상,일상,메모라이즈 이용하기,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
일상,일상,드럼즈 컴트루 이용하기,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
일상,일상,빌에이지 이용하기,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
일상,일상,이코노미어스 이용하기,1,0,1,0,0,0,1,2,0,0,2,1,3,5,0,1,0
일상,일상,전통시장 구경하기,0,2,1,0,2,1,0,3,1,0,0,1,0,0,0,1,5
성장,학습,영어 공부하기,0,1,4,0,0,2,1,3,0,0,2,0,3,0,0,0,0
성장,학습,일본어 공부하기,0,1,4,0,0,3,1,3,0,0,2,0,3,0,0,0,0
성장,학습,독일어 공부하기,0,1,4,0,0,3,1,3,0,0,2,0,3,0,0,0,0
성장,학습,불어 공부하기,0,1,4,0,0,3,1,3,0,0,2,0,3,0,0,0,0
성장,시험,TOEIC 시험 보기,0,1,4,0,3,3,1,3,0,0,2,0,0,6,0,4,6
성장,시험,TOEIC Speaking 시험 보기,0,1,4,0,3,3,1,3,0,0,2,0,0,6,0,4,6
성장,시험,OPIc 시험보기,0,1,4,0,3,3,1,2,0,0,2,0,0,6,0,4,6
성장,학습,해외 뉴스/신문 보기,1,1,2,0,0,3,1,2,0,0,2,0,3,0,0,0,0
성장,학습,논문 읽기,0,1,3,0,0,3,1,2,0,0,2,0,1,1,0,0,0
